Index;Date;AssessedValue;Message
3107;Wed Nov 12 17:06:34 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
3108;Wed Nov 12 17:06:13 CET 2014;-1.0;RT danialzz__: *Results day*
3109;Wed Nov 12 17:06:13 CET 2014;-1.0;HenryRops1 amy_aamir brassidio IslamExposedOrg 
3110;Wed Nov 12 17:06:12 CET 2014;-1.0;RT ashazilan: Al-Quran is the best NOVEL.
3111;Wed Nov 12 17:06:12 CET 2014;6.36;i have soft spot on grandmother who can sings and have the voice when reciting al-quran ??
3112;Wed Nov 12 17:06:04 CET 2014;7.23;RT Rowayda_love: The Quran brings peace to the heart, mind & soul.
3113;Wed Nov 12 17:05:55 CET 2014;5.29;RT sournsmart: Iranian ShiaKafir, Dogs've once again insulted the Quran by using it's paper as a packaging in fruits crates. http://t.co…
3114;Wed Nov 12 17:05:51 CET 2014;6.53;RT HatiAkuEgo: "Al- quran words, can touch your heart."
3115;Wed Nov 12 17:05:35 CET 2014;5.83;Indeed, the righteous will be in pleasure. Quran 8213
3116;Wed Nov 12 17:05:24 CET 2014;6.74;RT PeterTownsend7: isis quran 'On Islam and Indoctrination' by Peter Townsend. Get your free copy today! http://t.co/xFdbwSTVsj http://…
3117;Wed Nov 12 17:05:23 CET 2014;-1.0;RT ISlam_love_him: The Quran tells us: http://t.co/JgeZnC6kRk  Bible Islam trinity Jesus 
3118;Wed Nov 12 17:05:18 CET 2014;5.22;ISIS Islam The blood curdling message of the most 'peaceful verse in the Quran'  http://t.co/hRERR5ucs2 http://t.co/IA80dkJfEf
3119;Wed Nov 12 17:05:11 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
3120;Wed Nov 12 17:05:05 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
3121;Wed Nov 12 17:05:03 CET 2014;-1.0;RT ISlam_love_him: ??????????
3122;Wed Nov 12 17:04:39 CET 2014;6.53;RT HatiAkuEgo: "Al- quran words, can touch your heart."
3123;Wed Nov 12 17:04:37 CET 2014;7.83;RT amirahanis__: Your relationship with quran determines your relationship with Allah .
3124;Wed Nov 12 17:04:25 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3125;Wed Nov 12 17:04:24 CET 2014;5.2;RT Alhamdhulillaah: What is wrong with you? Why do you not help each other? Quran 37:25
3126;Wed Nov 12 17:04:17 CET 2014;-1.0;RT danialzz__: *Results day*
3127;Wed Nov 12 17:04:08 CET 2014;-1.0;RT danialzz__: *Results day*
3128;Wed Nov 12 17:03:54 CET 2014;-1.0;RT danialzz__: *Results day*
3129;Wed Nov 12 17:03:45 CET 2014;-1.0;RT danialzz__: *Results day*
3130;Wed Nov 12 17:03:41 CET 2014;-1.0;RT danialzz__: *Results day*
3131;Wed Nov 12 17:03:38 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3132;Wed Nov 12 17:03:25 CET 2014;6.57;Its not the eyes that are blind, 
3133;Wed Nov 12 17:03:22 CET 2014;6.21;We did not send the Quran to you to make you face hardship.
3134;Wed Nov 12 17:03:21 CET 2014;-1.0;Photo: islamic-art-and-quotes: Quran Books on Shelf Originally found on: muslimgirl http://t.co/qtZZmweh9S
3135;Wed Nov 12 17:03:08 CET 2014;-1.0;RT danialzz__: *Results day*
3136;Wed Nov 12 17:03:03 CET 2014;-1.0;RT ashazilan: Al-Quran is the best NOVEL.
3137;Wed Nov 12 17:02:50 CET 2014;-1.0;RT danialzz__: *Results day*
3138;Wed Nov 12 17:02:47 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
3139;Wed Nov 12 17:02:46 CET 2014;-1.0;HenryRops1 amy_aamir brassidio IslamExposedOrg 
3140;Wed Nov 12 17:02:41 CET 2014;-1.0;RT danialzz__: *Results day*
3141;Wed Nov 12 17:02:40 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3142;Wed Nov 12 17:02:40 CET 2014;6.26;RT antonioballista: England. Muslim gets 16 months free Halal food and Quran-reading for putting his filthy hands on a native woman. 
3143;Wed Nov 12 17:02:38 CET 2014;5.74;Watch this and will not regret stunning http://t.co/Otvnu9getQ USA NEW Tone love UK Brasil koria Germany Italy Japan Rt Quran
3144;Wed Nov 12 17:02:37 CET 2014;-1.0;RT MeIncheny: *Results day*
3145;Wed Nov 12 17:02:16 CET 2014;-1.0;RT echahhhhh_: Quran is the best NOVEL. Nabi Muhammad is the best MODEL. Solat is the best EXERCISE. Zikir is the best SONG. Fasting is th…
3146;Wed Nov 12 17:02:12 CET 2014;2.53;weddady caliphate Quran is now illegal
3147;Wed Nov 12 17:02:06 CET 2014;-1.0;My Choice is Quran Kareem 
3148;Wed Nov 12 17:02:00 CET 2014;2.53;PakistanRetweet caliphate Quran is now illegal
3149;Wed Nov 12 17:01:57 CET 2014;-1.0;RT danialzz__: *Results day*
3150;Wed Nov 12 17:01:52 CET 2014;2.53;yasmineryan ASanalla caliphate Quran is now illegal
3151;Wed Nov 12 17:01:49 CET 2014;-1.0;RT danialzz__: *Results day*
3152;Wed Nov 12 17:01:44 CET 2014;2.53;mughalbha caliphate Quran is now illegal
3153;Wed Nov 12 17:01:34 CET 2014;2.53;TheJackal711 caliphate Quran is now illegal
3154;Wed Nov 12 17:01:32 CET 2014;-1.0;RT danialzz__: *Results day*
3155;Wed Nov 12 17:01:22 CET 2014;2.53;sammipicasso caliphate Quran is now illegal
3156;Wed Nov 12 17:01:21 CET 2014;5.52;AtTamyeez Shadeed_M76 see myself as long as he giving dawah and back it up Im going to listen! As long as it's from the Quran and sunnah!
3157;Wed Nov 12 17:01:18 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3158;Wed Nov 12 17:01:13 CET 2014;-1.0;RT danialzz__: *Results day*
3159;Wed Nov 12 17:01:10 CET 2014;2.53;leilanazzar caliphate Quran is now illegal
3160;Wed Nov 12 17:01:03 CET 2014;2.53;Rodi_Khalil caliphate Quran is now illegal
3161;Wed Nov 12 17:01:02 CET 2014;5.83;RT PamelaGeller: Nigerian Muslim leader says Jews behind jihadist school bombings: Islamic Jew-hatred: it’s in the quran. Sheik... http://…
3162;Wed Nov 12 17:00:57 CET 2014;2.53;_Mordem_ caliphate Quran is now illegal
3163;Wed Nov 12 17:00:57 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
3164;Wed Nov 12 17:00:52 CET 2014;5.57;"Indeed the Hour is coming, I almost conceal it so that every soul may be recompensed according to that for which it strives." (Quran 20:15)
3165;Wed Nov 12 17:00:52 CET 2014;-1.0;Have you offered your Isha prayer? No? Please perform. JazakAllah Karachi | http://t.co/p4gBlc37nS
3166;Wed Nov 12 17:00:50 CET 2014;2.53;mindspeaker11 caliphate Quran is now illegal
3167;Wed Nov 12 17:00:49 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3168;Wed Nov 12 17:00:48 CET 2014;6.25;LOL nah nigga u must open the holy Quran "_Kgosi_Omar_: owen_ngcobo lmfao FoH aint no bible passage or book named like that
3169;Wed Nov 12 17:00:47 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3170;Wed Nov 12 17:00:42 CET 2014;2.53;dlittleprince_ lonewolftracker caliphate Quran is now illegal
3171;Wed Nov 12 17:00:37 CET 2014;-1.0;Holy Quran Channel November 12, 2014 at 04:00PM http://t.co/Ods3XWGoKh
3172;Wed Nov 12 17:00:34 CET 2014;-1.0;RT SyazwaniJaffari: "Muslimjabi: Bible and Quran interviewed. http://t.co/irc2ZHORHL"
3173;Wed Nov 12 17:00:31 CET 2014;2.53;laurenist caliphate Quran is now illegal
3174;Wed Nov 12 17:00:31 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
3175;Wed Nov 12 17:00:26 CET 2014;-1.0;RT danialzz__: *Results day*
3176;Wed Nov 12 17:00:26 CET 2014;-1.0;RT MeIncheny: *Results day*
3177;Wed Nov 12 17:00:20 CET 2014;-1.0;RT danialzz__: *Results day*
3178;Wed Nov 12 17:00:19 CET 2014;2.53;flr666 caliphate Quran is now illegal
3179;Wed Nov 12 17:00:15 CET 2014;-1.0;RT danialzz__: *Results day*
3180;Wed Nov 12 17:00:14 CET 2014;7.34;RT Maestrouzy: Its amazing how beautiful the Quran is when you understand everything in context.
3181;Wed Nov 12 17:00:11 CET 2014;5.87;Say to them "Travel in the land and see how has been the end of the criminals." http://t.co/JeSqRLZQJN Quran 27:69
3182;Wed Nov 12 17:00:11 CET 2014;5.11;"Our Lord! Forgive me and my parents, and the believers on the Day when the reckoning will ... http://t.co/9Vba1ib51M Quran 14:41
3183;Wed Nov 12 17:00:11 CET 2014;5.44;Then they both ate of the tree, and so their private parts appeared to them, and they began... http://t.co/POBj2KhcQB Quran 20:121
3184;Wed Nov 12 17:00:11 CET 2014;6.28;With it He causes to grow for you the crops, the olives, the date-palms, the grapes, and ev... http://t.co/dm45KM1yd0 Quran 16:11
3185;Wed Nov 12 17:00:10 CET 2014;6.11;On the Day when the earth will be changed to another earth and so will be the heavens, and ... http://t.co/3XzwMEh9Ha Quran 14:48
3186;Wed Nov 12 17:00:10 CET 2014;7.26;"(All) except the family of Lout (Lot). Them all we are surely going to save (from destruct... http://t.co/rhadou8atf Quran 15:59
3187;Wed Nov 12 17:00:10 CET 2014;5.65;And recite what has been revealed to you of the Book of your Lord. None can change His Word... http://t.co/rlgY1SvDCs Quran 18:27
3188;Wed Nov 12 17:00:10 CET 2014;5.84;Thereof We created you, and into it We shall return you, and from it We shall bring you out... http://t.co/jvlwoiHJmb Quran 20:55
3189;Wed Nov 12 17:00:09 CET 2014;6.08;He (Khidr) said: "Did I not tell you, that you would not be able to have patience with me?"... http://t.co/e612nWHNva Quran 18:72
3190;Wed Nov 12 17:00:09 CET 2014;-1.0;Indeed, We sent Messengers before you (O Muhammad SAW) amongst the sects (communities) of o... http://t.co/pY7QsJmaLs Quran 15:10
3191;Wed Nov 12 17:00:09 CET 2014;2.25;When they entered unto him, and said: Salaman (peace)! said: "Indeed! We are afraid of you.... http://t.co/VbVz5aw2Ze Quran 15:52
3192;Wed Nov 12 17:00:09 CET 2014;5.5;(The young men said to one another): "And when you withdraw from them, and that which they ... http://t.co/wYtt60kpoP Quran 18:16
3193;Wed Nov 12 17:00:09 CET 2014;6.01;They would surely say: "Our eyes have been (as if) dazzled. Nay, we are a people bewitched.... http://t.co/sCOnGjKdct Quran 15:15
3194;Wed Nov 12 17:00:08 CET 2014;3.68;NewsweekEurope you lack morals.
3195;Wed Nov 12 17:00:03 CET 2014;5.6;RT hash_Muslim: "Closer and closer to mankind comes their Reckoning: yet they heed not and they turn away." Quran
3196;Wed Nov 12 17:00:03 CET 2014;-1.0;RT danialzz__: *Results day*
3197;Wed Nov 12 16:59:57 CET 2014;5.32;RT TheMuslimFamily: "Then which of the bounties of your Lord will you deny?" Quran Blessings http://t.co/Hgir6sEWPF
3198;Wed Nov 12 16:59:51 CET 2014;-1.0;RT danialzz__: *Results day*
3199;Wed Nov 12 16:59:49 CET 2014;2.53;akhbarlelnasher caliphate Quran is now illegal
3200;Wed Nov 12 16:59:44 CET 2014;-1.0;RT danialzz__: *Results day*
3201;Wed Nov 12 16:59:41 CET 2014;6.26;RT antonioballista: England. Muslim gets 16 months free Halal food and Quran-reading for putting his filthy hands on a native woman. 
3202;Wed Nov 12 16:59:39 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
3203;Wed Nov 12 16:59:37 CET 2014;-1.0;RT M_G_W_V: ???????
3204;Wed Nov 12 16:59:16 CET 2014;-1.0;RT danialzz__: *Results day*
3205;Wed Nov 12 16:59:05 CET 2014;-1.0;??????????
3206;Wed Nov 12 16:59:04 CET 2014;6.69;The beautiful word is ALLAH,
3207;Wed Nov 12 16:59:02 CET 2014;-1.0;The Quran tells us: http://t.co/JgeZnC6kRk  Bible Islam trinity Jesus 
3208;Wed Nov 12 16:59:01 CET 2014;5.0;The Quran-Coaching is the best platform for the quran learning by taking online quran classes.... http://t.co/RAUEIWU6YA
3209;Wed Nov 12 16:59:00 CET 2014;6.42;lout5369 RazaHussain101 LanceSilver1 Hers48 AnonOperations2 AbeBird afghantigerr24 U do not have the courage to read Quran
3210;Wed Nov 12 16:58:59 CET 2014;-1.0;RT danialzz__: *Results day*
3211;Wed Nov 12 16:58:57 CET 2014;8.48;happiness in Quran
3212;Wed Nov 12 16:58:55 CET 2014;6.12;RT AtomicD_: Its only a matter of days before Muslims start claiming the Rosetta Philae CometLanding was foretold in the Quran 
3213;Wed Nov 12 16:58:53 CET 2014;6.76;RT RehamKhan1: "It's not the eyes that are blind, but it's the heart " - Quran 22:46
3214;Wed Nov 12 16:58:45 CET 2014;6.76;RT RehamKhan1: "It's not the eyes that are blind, but it's the heart " - Quran 22:46
3215;Wed Nov 12 16:58:39 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3216;Wed Nov 12 16:58:24 CET 2014;5.77;http://t.co/69Mw7Y7zQ7 website backlinks report -  http://t.co/iTjsCiO8zn
3217;Wed Nov 12 16:58:22 CET 2014;-1.0;RT ashazilan: Al-Quran is the best NOVEL.
3218;Wed Nov 12 16:58:20 CET 2014;5.97;RT AsyraafYusri: The power of Al-Quran. http://t.co/6byiGpJJFl
3219;Wed Nov 12 16:58:11 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3220;Wed Nov 12 16:58:09 CET 2014;6.12;RT AtomicD_: Its only a matter of days before Muslims start claiming the Rosetta Philae CometLanding was foretold in the Quran 
3221;Wed Nov 12 16:58:09 CET 2014;6.0;? Ahmed Deedat - Quran Miracle visual ?:
3222;Wed Nov 12 16:57:57 CET 2014;-1.0;RT ashazilan: Al-Quran is the best NOVEL.
3223;Wed Nov 12 16:57:54 CET 2014;6.0;? Ahmed Deedat - Quran Miracle visual ?:
3224;Wed Nov 12 16:57:47 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3225;Wed Nov 12 16:57:42 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3226;Wed Nov 12 16:57:42 CET 2014;5.88;No problems look and se how to GOD'S gets and se how can shoot or shooting on QURAN PAK jest wate only few times then se aalls first of GODs
3227;Wed Nov 12 16:57:34 CET 2014;-1.0;HenryRops1 amy_aamir brassidio IslamExposedOrg 
3228;Wed Nov 12 16:57:32 CET 2014;4.17;pigthebabe I do only say what Quran teaches & that is that there is no death penalty for apostasy & true Muslims follow Quran  Nicknamy
3229;Wed Nov 12 16:57:32 CET 2014;-1.0;RT danialzz__: *Results day*
3230;Wed Nov 12 16:57:29 CET 2014;-1.0;RT danialzz__: *Results day*
3231;Wed Nov 12 16:57:26 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3232;Wed Nov 12 16:57:17 CET 2014;-1.0;RT Maestrouzy: Quran is your best companion. http://t.co/JIR1pDnqiz
3233;Wed Nov 12 16:57:10 CET 2014;-1.0;RT danialzz__: *Results day*
3234;Wed Nov 12 16:57:06 CET 2014;-1.0;http://t.co/xC66tMKofb has 16 Users Online! - http://t.co/Usg5VrlF5Z
3235;Wed Nov 12 16:57:06 CET 2014;-1.0;RT danialzz__: *Results day*
3236;Wed Nov 12 16:56:52 CET 2014;-1.0;Jews and Christians in the Quran http://t.co/StWxALwygD
3237;Wed Nov 12 16:56:48 CET 2014;-1.0;RT danialzz__: *Results day*
3238;Wed Nov 12 16:56:48 CET 2014;6.76;RT RehamKhan1: "It's not the eyes that are blind, but it's the heart " - Quran 22:46
3239;Wed Nov 12 16:56:35 CET 2014;-1.0;RT ashazilan: Al-Quran is the best NOVEL.
3240;Wed Nov 12 16:56:32 CET 2014;-1.0;RT danialzz__: *Results day*
3241;Wed Nov 12 16:56:28 CET 2014;6.73;HenryRops1 Truthr brassidio IslamExposedOrg ok so now ur the quran xpert! Have u ever actually read the quran? Im done with this
3242;Wed Nov 12 16:56:21 CET 2014;-1.0;RT danialzz__: *Results day*
3243;Wed Nov 12 16:56:18 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3244;Wed Nov 12 16:56:18 CET 2014;-1.0;RT danialzz__: *Results day*
3245;Wed Nov 12 16:56:17 CET 2014;-1.0;RT danialzz__: *Results day*
3246;Wed Nov 12 16:56:13 CET 2014;-1.0;RT danialzz__: *Results day*
3247;Wed Nov 12 16:56:03 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
3248;Wed Nov 12 16:56:00 CET 2014;-1.0;RT danialzz__: *Results day*
3249;Wed Nov 12 16:55:59 CET 2014;5.71;The Hour draws nigh and the moon is rent asunder. 
3250;Wed Nov 12 16:55:51 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
3251;Wed Nov 12 16:55:46 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3252;Wed Nov 12 16:55:34 CET 2014;6.53;RT EllAdha: "Al- quran words, can touch your heart."
3253;Wed Nov 12 16:55:32 CET 2014;-1.0;RT ashazilan: Al-Quran is the best NOVEL.
3254;Wed Nov 12 16:55:29 CET 2014;6.26;If you are SAD,HURT or CONFUSED, just seek guidance from the Holy Quran and you will find the right direction.
3255;Wed Nov 12 16:55:25 CET 2014;-1.0;RT danialzz__: *Results day*
3256;Wed Nov 12 16:55:24 CET 2014;6.56;Is care for QURAN PAK and his relative fath good and mor good you have to forgets no problems GOD'S is on top and worldwide top power have j
3257;Wed Nov 12 16:55:18 CET 2014;-1.0;A President, His Muslim Faith, And His Holy Quran…It’s Ok For Him To Lie…  http://t.co/yJ8ZDHxD7g
3258;Wed Nov 12 16:55:16 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3259;Wed Nov 12 16:55:08 CET 2014;6.53;RT TheMuslimFamily: "If you are grateful, I will give you more
3260;Wed Nov 12 16:55:06 CET 2014;-1.0;RT danialzz__: *Results day*
3261;Wed Nov 12 16:55:02 CET 2014;-1.0;RT danialzz__: *Results day*
3262;Wed Nov 12 16:54:59 CET 2014;-1.0;RT danialzz__: *Results day*
3263;Wed Nov 12 16:54:59 CET 2014;-1.0;RT danialzz__: *Results day*
3264;Wed Nov 12 16:54:57 CET 2014;-1.0;RT danialzz__: *Results day*
3265;Wed Nov 12 16:54:53 CET 2014;-1.0;RT danialzz__: *Results day*
3266;Wed Nov 12 16:54:50 CET 2014;-1.0;RT MeIncheny: *Results day*
3267;Wed Nov 12 16:54:48 CET 2014;-1.0;RT MeIncheny: *Results day*
3268;Wed Nov 12 16:54:44 CET 2014;-1.0;HenryRops1 amy_aamir brassidio IslamExposedOrg 
3269;Wed Nov 12 16:54:42 CET 2014;-1.0;“Ayesha_Umairr: DilChahtaHai 
3270;Wed Nov 12 16:54:38 CET 2014;5.51;Men are in charge of women by [right of] what Allah has given one over the other and what they spend from their wealth. Quran [4:34]
3271;Wed Nov 12 16:54:36 CET 2014;-1.0;RT danialzz__: *Results day*
3272;Wed Nov 12 16:54:32 CET 2014;-1.0;RT danialzz__: *Results day*
3273;Wed Nov 12 16:54:31 CET 2014;-1.0;RT danialzz__: *Results day*
3274;Wed Nov 12 16:54:31 CET 2014;-1.0;RT danialzz__: *Results day*
3275;Wed Nov 12 16:54:29 CET 2014;6.5;RT MADANI_SMS: So when the Quran is recited, then listen to it and pay attention that you may receive mercy. (7:204)
3276;Wed Nov 12 16:54:19 CET 2014;-1.0;RT danialzz__: *Results day*
3277;Wed Nov 12 16:54:11 CET 2014;6.3;Thomas Jefferson, who was a Christian himself, owned two copies of the Quran.
3278;Wed Nov 12 16:54:06 CET 2014;-1.0;RT danialzz__: *Results day*
3279;Wed Nov 12 16:53:57 CET 2014;-1.0;RT danialzz__: *Results day*
3280;Wed Nov 12 16:53:51 CET 2014;-1.0;RT danialzz__: *Results day*
3281;Wed Nov 12 16:53:49 CET 2014;-1.0;RT danialzz__: *Results day*
3282;Wed Nov 12 16:53:12 CET 2014;-1.0;RT danialzz__: *Results day*
3283;Wed Nov 12 16:53:10 CET 2014;-1.0;RT danialzz__: *Results day*
3284;Wed Nov 12 16:53:07 CET 2014;6.13;RT waheedkakafsd: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something be…
3285;Wed Nov 12 16:53:01 CET 2014;-1.0;RT danialzz__: *Results day*
3286;Wed Nov 12 16:53:00 CET 2014;-1.0;DilChahtaHai 
3287;Wed Nov 12 16:52:57 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
3288;Wed Nov 12 16:52:57 CET 2014;-1.0;RT danialzz__: *Results day*
3289;Wed Nov 12 16:52:54 CET 2014;-1.0;RT danialzz__: *Results day*
3290;Wed Nov 12 16:52:52 CET 2014;7.23;RT Rowayda_love: The Quran brings peace to the heart, mind & soul.
